Scientific Name,Common Name,Current Scientific Name,Threatened status,ACT,NSW,NT,QLD,SA,TAS,VIC,WA,ACI,CKI,CI,CSI,JBT,NFI,HMI,AAT,CMA,Listed SPRAT TaxonID,Current SPRAT TaxonID,Kingdom,Class,Profile,Date extracted,NSL Name,Family,Genus,Species,Infraspecific Rank,Infraspecies,Species Author,Infraspecies Author
Plectranthus omissus,-,Coleus omissus,Endangered,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,55729,91381,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=55729,2026-Aug-28,https://id.biodiversity.org.au/name/apni/118174,Lamiaceae,Plectranthus,omissus,-,-,P.I.Forst.,-
Plectranthus torrenticola,-,Coleus torrenticola,Endangered,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,55728,91382,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=55728,2026-Aug-28,https://id.biodiversity.org.au/name/apni/118173,Lamiaceae,Plectranthus,torrenticola,-,-,P.I.Forster,-
Plesioneuron tuberculatum,-,-,Endangered,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,24604,-,Plantae,Polypodiatae,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=24604,2026-Aug-28,https://id.biodiversity.org.au/name/apni/84350,Thelypteridaceae,Plesioneuron,tuberculatum,-,-,(Cesati) Holttum,-
Pleuropappus phyllocalymmeus,Silver Candles,Angianthus phyllocalymmeus,Vulnerable,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,21123,43575,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=21123,2026-Aug-28,https://id.biodiversity.org.au/name/apni/85510,Asteraceae,Pleuropappus,phyllocalymmeus,-,-,F.Muell.,-
Plinthanthesis rodwayi,Budawangs Wallaby-grass,-,Critically Endangered,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19832,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=19832,2026-Aug-28,https://id.biodiversity.org.au/name/apni/85606,Poaceae,Plinthanthesis,rodwayi,-,-,(C.E.Hubb.) S.T.Blake,-
Pluvialis squatarola,Grey Plover,-,Vulnerable,-,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-,-,-,-,-,-,-,-,-,865,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=865,2026-Aug-28,-,Charadriidae,Pluvialis,squatarola,-,-,"(Linnaeus,1758)",-
Pneumatopteris truncata,fern,-,Critically Endangered,-,-,-,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,68812,-,Plantae,Polypodiatae,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=68812,2026-Aug-28,https://id.biodiversity.org.au/name/apni/161108,Thelypteridaceae,Pneumatopteris,truncata,-,-,(Poir.) Holttum,-
Poa sallacustris,Salt-lake Tussock-grass,-,Vulnerable,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,24424,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=24424,2026-Aug-28,https://id.biodiversity.org.au/name/apni/117776,Poaceae,Poa,sallacustris,-,-,N.G.Walsh,-
Poephila cincta cincta,Southern Black-throated Finch,-,Endangered,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,64447,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64447,2026-Aug-28,-,Passeridae,Poephila,cincta,-,cincta,"(Gould, 1837)",-
Polianthion minutiflorum,-,-,Vulnerable,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,82772,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82772,2026-Aug-28,https://id.biodiversity.org.au/name/apni/195051,Rhamnaceae,Polianthion,minutiflorum,-,-,(E.M.Ross) K.R.Thiele,-
Polyphlebium endlicherianum,Middle Filmy Fern,-,Endangered,-,-,-,Yes,-,-,-,-,-,-,-,-,-,Yes,-,-,-,87494,-,Plantae,Polypodiatae,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=87494,2026-Aug-28,https://id.biodiversity.org.au/name/apni/241951,Hymenophyllaceae,Polyphlebium,endlicherianum,-,-,(C.Presl.) P.S.Green,-
Polyscias bellendenkerensis,-,-,Vulnerable,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,7237,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=7237,2026-Aug-28,https://id.biodiversity.org.au/name/apni/84821,Araliaceae,Polyscias,bellendenkerensis,-,-,(Bailey) Philipson,-
Polystichum moorei,Rock Shield Fern,-,Endangered,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40755,-,Plantae,Polypodiatae,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=40755,2026-Aug-28,https://id.biodiversity.org.au/name/apni/207507,Dryopteridaceae,Polystichum,moorei,-,-,(Christ) W.Oliver,-
Polytelis alexandrae,"Princess Parrot, Alexandra's Parrot",-,Vulnerable,-,-,Yes,-,Yes,-,-,Yes,-,-,-,-,-,-,-,-,-,758,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=758,2026-Aug-28,-,Psittacidae,Polytelis,alexandrae,-,-,"Gould,1863",-
Polytelis anthopeplus monarchoides,Regent Parrot (eastern),-,Vulnerable,-,Yes,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,59612,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=59612,2026-Aug-28,-,Psittacidae,Polytelis,anthopeplus,-,monarchoides,-,"Schodde,1993"
Polytelis swainsonii,Superb Parrot,-,Vulnerable,Yes,Yes,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,738,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=738,2026-Aug-28,-,Psittacidae,Polytelis,swainsonii,-,-,"(Desmarest,1826)",-
Pomaderris brunnea,"Rufous Pomaderris, Brown Pomaderris",-,Vulnerable,-,Yes,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,16845,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=16845,2026-Aug-28,https://id.biodiversity.org.au/name/apni/93513,Rhamnaceae,Pomaderris,brunnea,-,-,Wakef.,-
Pomaderris clivicola,-,-,Vulnerable,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,55151,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=55151,2026-Aug-28,https://id.biodiversity.org.au/name/apni/117517,Rhamnaceae,Pomaderris,clivicola,-,-,E.M.Ross,-
Pomaderris cocoparrana,-,-,Endangered,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21898,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=21898,2026-Aug-28,https://id.biodiversity.org.au/name/apni/117248,Rhamnaceae,Pomaderris,cocoparrana,-,-,N.G.Walsh,-
Pomaderris cotoneaster,Cotoneaster Pomaderris,-,Endangered,-,Yes,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,2043,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=2043,2026-Aug-28,https://id.biodiversity.org.au/name/apni/93750,Rhamnaceae,Pomaderris,cotoneaster,-,-,Wakef.,-
Pomaderris delicata,-,-,Critically Endangered,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,67208,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=67208,2026-Aug-28,https://id.biodiversity.org.au/name/apni/154135,Rhamnaceae,Pomaderris,delicata,-,-,N.G.Walsh  F.Coates,-
Pomaderris gilmourii var. cana,Grey Deua Pomaderris,-,Critically Endangered,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21870,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=21870,2026-Aug-28,https://id.biodiversity.org.au/name/apni/94111,Rhamnaceae,Pomaderris,gilmourii,var.,cana,-,N.G.Walsh
Pomaderris gilmourii var. gilmourii,-,-,Endangered,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21869,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=21869,2026-Aug-28,https://id.biodiversity.org.au/name/apni/94114,Rhamnaceae,Pomaderris,gilmourii,var.,gilmourii,N.Walsh,-
Pomaderris halmaturina subsp. halmaturina,Kangaroo Island Pomaderris,-,Vulnerable,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,21964,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=21964,2026-Aug-28,https://id.biodiversity.org.au/name/apni/117269,Rhamnaceae,Pomaderris,halmaturina,subsp.,halmaturina,J.M.Black,-
Pomaderris pallida,Pale Pomaderris,-,Vulnerable,Yes,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13684,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=13684,2026-Aug-28,https://id.biodiversity.org.au/name/apni/112326,Rhamnaceae,Pomaderris,pallida,-,-,Wakef.,-
Pomaderris parrisiae,Parris' Pomaderris,-,Vulnerable,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22119,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=22119,2026-Aug-28,https://id.biodiversity.org.au/name/apni/117315,Rhamnaceae,Pomaderris,parrisiae,-,-,N.G.Walsh,-
Pomaderris pilifera subsp. talpicutica,Moleskin Dogwood,-,Vulnerable,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,84295,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=84295,2026-Aug-28,https://id.biodiversity.org.au/name/apni/206418,Rhamnaceae,Pomaderris,pilifera,subsp.,talpicutica,-,A.M.Gray  Wapstra
Pomaderris reperta,Denman Pomaderris,-,Critically Endangered,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77103,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=77103,2026-Aug-28,https://id.biodiversity.org.au/name/apni/166880,Rhamnaceae,Pomaderris,reperta,-,-,N.G. Walsh  F. Coates,-
Pomaderris sericea,Bent Pomaderris,-,Critically Endangered,-,Yes,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,9597,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=9597,2026-Aug-28,https://id.biodiversity.org.au/name/apni/113051,Rhamnaceae,Pomaderris,sericea,-,-,Wakef.,-
Pomaderris subplicata,Concave Pomaderris,-,Vulnerable,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,24513,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=24513,2026-Aug-28,https://id.biodiversity.org.au/name/apni/117808,Rhamnaceae,Pomaderris,subplicata,-,-,N.G.Walsh,-
Pomaderris vacciniifolia,Round-leaf Pomaderris,-,Critically Endangered,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,4256,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=4256,2026-Aug-28,https://id.biodiversity.org.au/name/apni/113348,Rhamnaceae,Pomaderris,vacciniifolia,-,-,Reisseck,-
Pomaderris walshii,Carrington Falls Pomaderris,-,Critically Endangered,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,84704,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=84704,2026-Aug-28,https://id.biodiversity.org.au/name/apni/196559,Rhamnaceae,Pomaderris,walshii,-,-,Millott  K.L.McDougall,-
Pommerhelix duralensis,Dural Land Snail,-,Endangered,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,85268,-,Animalia,Gastropoda,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=85268,2026-Aug-28,-,Camaenidae,Pommerhelix,duralensis,-,-,"(Cox, 1868)",-
Poranthera petalifera,Mountain Poranthera,-,Vulnerable,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,85335,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=85335,2026-Aug-28,https://id.biodiversity.org.au/name/apni/198052,Euphorbiaceae,Poranthera,petalifera,-,-,(Orchard  J.B.Davies) Halford  R.J.F.Hend.,-
Porphyrio albus,White Gallinule,-,Extinct,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66502,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66502,2026-Aug-28,-,Rallidae,Porphyrio,albus,-,-,"(Shaw, 1790)",-
Potorous gilbertii,"Gilbert's Potoroo, Ngilkat",-,Critically Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,66642,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66642,2026-Aug-28,-,Potoroidae,Potorous,gilbertii,-,-,-,-
Potorous longipes,Long-footed Potoroo,-,Endangered,-,Yes,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,217,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=217,2026-Aug-28,-,Potoroidae,Potorous,longipes,-,-,"Seebeck and Johnston,1980",-
Potorous platyops,"Broad-faced Potoroo, Moda",-,Extinct,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,195,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=195,2026-Aug-28,-,Potoroidae,Potorous,platyops,-,-,"(Gould, 1844)",-
Potorous tridactylus tridactylus,Long-nosed Potoroo (northern),-,Vulnerable,-,Yes,-,Yes,-,-,-,-,-,-,-,-,Yes,-,-,-,-,66645,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66645,2026-Aug-28,-,Potoroidae,Potorous,tridactylus,-,tridactylus,-,-
Potorous tridactylus trisulcatus,Long-nosed Potoroo (southern mainland),-,Vulnerable,-,Yes,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,86367,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=86367,2026-Aug-28,-,Potoroidae,Potorous,tridactylus,-,trisulcatus,-,"(McKoy, 1865)"
Prasophyllum affine,Jervis Bay Leek Orchid,-,Endangered,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2210,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=2210,2026-Aug-28,https://id.biodiversity.org.au/name/apni/86794,Orchidaceae,Prasophyllum,affine,-,-,Lindl.,-
Prasophyllum amoenum,Dainty Leek-orchid,-,Endangered,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,64946,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64946,2026-Aug-28,https://id.biodiversity.org.au/name/apni/165412,Orchidaceae,Prasophyllum,amoenum,-,-,D.L.Jones,-
Prasophyllum apoxychilum,Tapered Leek-orchid,-,Endangered,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,64947,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64947,2026-Aug-28,https://id.biodiversity.org.au/name/apni/164871,Orchidaceae,Prasophyllum,apoxychilum,-,-,D.L.Jones,-
Prasophyllum atratum,Three Hummock Leek-orchid,-,Critically Endangered,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,82677,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82677,2026-Aug-28,https://id.biodiversity.org.au/name/apni/205328,Orchidaceae,Prasophyllum,atratum,-,-,D.L.Jones  D.T.Rouse,-
Prasophyllum bagoense,Bago Leek-orchid,-,Critically Endangered,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,84276,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=84276,2026-Aug-28,https://id.biodiversity.org.au/name/apni/165138,Orchidaceae,Prasophyllum,bagoense,-,-,D.L.Jones,-
Prasophyllum castaneum,Chestnut Leek-orchid,-,Critically Endangered,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,64948,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64948,2026-Aug-28,https://id.biodiversity.org.au/name/apni/138784,Orchidaceae,Prasophyllum,castaneum,-,-,D.L.Jones,-
Prasophyllum colemaniae,Lilac Leek-orchid,Prasophyllum colemaniarum,Vulnerable,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,41647,92732,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=41647,2026-Aug-28,https://id.biodiversity.org.au/name/apni/247183,Orchidaceae,Prasophyllum,colemaniae,-,-,R.S.Rogers,-
Prasophyllum correctum,Gaping Leek-orchid,-,Endangered,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,64533,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64533,2026-Aug-28,https://id.biodiversity.org.au/name/apni/138778,Orchidaceae,Prasophyllum,correctum,-,-,D.L.Jones,-
Prasophyllum crebriflorum,Crowded Leek-Orchid,-,Endangered,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,78897,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=78897,2026-Aug-28,https://id.biodiversity.org.au/name/apni/186255,Orchidaceae,Prasophyllum,crebriflorum,-,-,D.L.Jones,-
Prasophyllum diversiflorum,Gorae Leek-orchid,-,Endangered,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,13210,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=13210,2026-Aug-28,https://id.biodiversity.org.au/name/apni/87457,Orchidaceae,Prasophyllum,diversiflorum,-,-,Nicholls,-
Prasophyllum favonium,Western Leek-orchid,-,Critically Endangered,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,64949,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64949,2026-Aug-28,https://id.biodiversity.org.au/name/apni/162836,Orchidaceae,Prasophyllum,favonium,-,-,D.L.Jones,-
Prasophyllum frenchii,"Maroon Leek-orchid, Slaty Leek-orchid, Stout Leek-orchid, French's Leek-orchid, Swamp Leek-orchid",-,Endangered,-,-,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,9704,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=9704,2026-Aug-28,https://id.biodiversity.org.au/name/apni/104603,Orchidaceae,Prasophyllum,frenchii,-,-,F.Muell.,-
Prasophyllum fuscum,"Tawny Leek-orchid, Slaty Leek-orchid",-,Vulnerable,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19455,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=19455,2026-Aug-28,https://id.biodiversity.org.au/name/apni/104666,Orchidaceae,Prasophyllum,fuscum,-,-,R.Br.,-
Prasophyllum goldsackii,Goldsack's Leek-orchid,-,Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,2380,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=2380,2026-Aug-28,https://id.biodiversity.org.au/name/apni/104842,Orchidaceae,Prasophyllum,goldsackii,-,-,J.Weber  R.Bates,-
Prasophyllum incorrectum,Golfers Leek-orchid,-,Critically Endangered,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,78898,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=78898,2026-Aug-28,https://id.biodiversity.org.au/name/apni/186256,Orchidaceae,Prasophyllum,incorrectum,-,-,D.L.Jones,-
Prasophyllum innubum,Brandy Marys Leek-orchid,-,Critically Endangered,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,83603,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=83603,2026-Aug-28,https://id.biodiversity.org.au/name/apni/204873,Orchidaceae,Prasophyllum,innubum,-,-,D.L.Jones,-
Prasophyllum keltonii,Kelton's Leek-orchid,-,Critically Endangered,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,83604,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=83604,2026-Aug-28,https://id.biodiversity.org.au/name/apni/204872,Orchidaceae,Prasophyllum,keltonii,-,-,D.L.Jones,-
Prasophyllum laxum,Lax Leek Orchid,-,Critically Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,86264,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=86264,2026-Aug-28,https://id.biodiversity.org.au/name/apni/216020,Orchidaceae,Prasophyllum,laxum,-,-,R.J.Bates,-
Prasophyllum limnetes,Marsh Leek-orchid,-,Critically Endangered,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,82678,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82678,2026-Aug-28,https://id.biodiversity.org.au/name/apni/205755,Orchidaceae,Prasophyllum,limnetes,-,-,D.L.Jones,-
Prasophyllum littorale,Coastal Leek Orchid,Prasophyllum litorale,Critically Endangered,-,-,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,92739,55234,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=92739,2026-Aug-28,https://id.biodiversity.org.au/name/apni/51783419,Orchidaceae,Prasophyllum,littorale,-,-,Anon.,-
Prasophyllum milfordense,Milford Leek-orchid,-,Critically Endangered,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,64950,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64950,2026-Aug-28,https://id.biodiversity.org.au/name/apni/174684,Orchidaceae,Prasophyllum,milfordense,-,-,D.L.Jones,-
Prasophyllum morganii,"Mignonette Leek-orchid, Cobungra Leek-orchid, Dense Leek-orchid",-,Vulnerable,-,Yes,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,13804,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=13804,2026-Aug-28,https://id.biodiversity.org.au/name/apni/105365,Orchidaceae,Prasophyllum,morganii,-,-,Nicholls,-
Prasophyllum murfetii,Fleurieu Leek Orchid,-,Critically Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,81621,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=81621,2026-Aug-28,https://id.biodiversity.org.au/name/apni/168155,Orchidaceae,Prasophyllum,murfetii,-,-,D.L.Jones,-
Prasophyllum olidum,Pungent Leek-orchid,-,Critically Endangered,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,64951,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64951,2026-Aug-28,https://id.biodiversity.org.au/name/apni/170181,Orchidaceae,Prasophyllum,olidum,-,-,D.L.Jones,-
Prasophyllum pallidum,Pale Leek-orchid,-,Vulnerable,-,-,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,20351,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=20351,2026-Aug-28,https://id.biodiversity.org.au/name/apni/105808,Orchidaceae,Prasophyllum,pallidum,-,-,Nicholls,-
Prasophyllum perangustum,Knocklofty Leek-orchid,-,Critically Endangered,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,64952,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64952,2026-Aug-28,https://id.biodiversity.org.au/name/apni/172431,Orchidaceae,Prasophyllum,perangustum,-,-,D.L.Jones,-
Prasophyllum petilum,Tarengo Leek Orchid,-,Endangered,Yes,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55144,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=55144,2026-Aug-28,https://id.biodiversity.org.au/name/apni/117510,Orchidaceae,Prasophyllum,petilum,-,-,D.L.Jones  R.J.Bates,-
Prasophyllum pruinosum,Plum Leek-orchid,-,Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,11821,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=11821,2026-Aug-28,https://id.biodiversity.org.au/name/apni/106077,Orchidaceae,Prasophyllum,pruinosum,-,-,R.S.Rogers,-
Prasophyllum pulchellum,Pretty Leek-orchid,-,Critically Endangered,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,64953,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64953,2026-Aug-28,https://id.biodiversity.org.au/name/apni/162831,Orchidaceae,Prasophyllum,pulchellum,-,-,D.L.Jones,-
Prasophyllum robustum,Robust Leek-orchid,-,Critically Endangered,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,12499,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=12499,2026-Aug-28,https://id.biodiversity.org.au/name/apni/106206,Orchidaceae,Prasophyllum,robustum,-,-,(Nicholls) M.A.Clem.  D.L.Jones,-
