Scientific Name,Common Name,Current Scientific Name,Threatened status,ACT,NSW,NT,QLD,SA,TAS,VIC,WA,ACI,CKI,CI,CSI,JBT,NFI,HMI,AAT,CMA,Listed SPRAT TaxonID,Current SPRAT TaxonID,Kingdom,Class,Profile,Date extracted,NSL Name,Family,Genus,Species,Infraspecific Rank,Infraspecies,Species Author,Infraspecies Author
Prasophyllum secutum,Northern Leek-orchid,-,Endangered,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,64954,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64954,2026-Aug-28,https://id.biodiversity.org.au/name/apni/139128,Orchidaceae,Prasophyllum,secutum,-,-,D.L.Jones,-
Prasophyllum sp. Wybong (C.Phelps ORG 5269),a leek-orchid,-,Critically Endangered,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,81964,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=81964,2026-Aug-28,https://id.biodiversity.org.au/name/apni/206061,Orchidaceae,Prasophyllum,sp. Wybong (C.Phelps ORG 5269),-,-,Australian National Herbarium,-
Prasophyllum spicatum,Dense Leek-orchid,-,Vulnerable,-,-,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,55146,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=55146,2026-Aug-28,https://id.biodiversity.org.au/name/apni/117512,Orchidaceae,Prasophyllum,spicatum,-,-,R.J.Bates  D.L.Jones,-
Prasophyllum stellatum,Ben Lomond Leek-orchid,-,Critically Endangered,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,64955,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64955,2026-Aug-28,https://id.biodiversity.org.au/name/apni/138370,Orchidaceae,Prasophyllum,stellatum,-,-,D.L.Jones,-
Prasophyllum suaveolens,Fragrant Leek-orchid,-,Endangered,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,64956,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64956,2026-Aug-28,https://id.biodiversity.org.au/name/apni/138767,Orchidaceae,Prasophyllum,suaveolens,-,-,D.L.Jones  R.J.Bates,-
Prasophyllum subbisectum,Pomonal Leek-orchid,-,Endangered,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,20411,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=20411,2026-Aug-28,https://id.biodiversity.org.au/name/apni/106548,Orchidaceae,Prasophyllum,subbisectum,-,-,Nicholls,-
Prasophyllum taphanyx,Graveside Leek-orchid,-,Critically Endangered,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,81615,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=81615,2026-Aug-28,https://id.biodiversity.org.au/name/apni/189000,Orchidaceae,Prasophyllum,taphanyx,-,-,D.L.Jones,-
Prasophyllum tunbridgense,Tunbridge Leek-orchid,-,Endangered,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,64957,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64957,2026-Aug-28,https://id.biodiversity.org.au/name/apni/172472,Orchidaceae,Prasophyllum,tunbridgense,-,-,D.L.Jones,-
Prasophyllum uvidulum,Shelley Leek Orchid,-,Critically Endangered,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,84610,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=84610,2026-Aug-28,https://id.biodiversity.org.au/name/apni/223990,Orchidaceae,Prasophyllum,uvidulum,-,-,D.L.Jones  D.T.Rouse,-
Prasophyllum validum,"Sturdy Leek-orchid, Mount Remarkable Leek-orchid",-,Vulnerable,-,-,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,10268,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=10268,2026-Aug-28,https://id.biodiversity.org.au/name/apni/106810,Orchidaceae,Prasophyllum,validum,-,-,R.S.Rogers,-
Prasophyllum wallum,Wallum Leek-orchid,-,Vulnerable,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,55148,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=55148,2026-Aug-28,https://id.biodiversity.org.au/name/apni/117514,Orchidaceae,Prasophyllum,wallum,-,-,R.Bates  D.L.Jones,-
Pristis clavata,"Dwarf Sawfish, Queensland Sawfish",-,Vulnerable,-,-,Yes,Yes,-,-,-,Yes,-,-,-,-,-,-,-,-,Yes,68447,-,Animalia,Chondrichthyes,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=68447,2026-Aug-28,-,Pristidae,Pristis,clavata,-,-,"Garman, 1906",-
Pristis pristis,"Largetooth Sawfish, Freshwater Sawfish, River Sawfish, Leichhardt's Sawfish, Northern Sawfish",-,Endangered,-,-,Yes,Yes,-,-,-,Yes,-,-,-,-,-,-,-,-,Yes,60756,-,Animalia,Chondrichthyes,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=60756,2026-Aug-28,-,Pristidae,Pristis,pristis,-,-,"(Linnaeus, 1758)",-
Pristis zijsron,"Green Sawfish, Dindagubba, Narrowsnout Sawfish",-,Vulnerable,-,Yes,Yes,Yes,-,-,-,Yes,-,-,-,-,-,-,-,-,Yes,68442,-,Animalia,Chondrichthyes,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=68442,2026-Aug-28,-,Pristidae,Pristis,zijsron,-,-,"Bleeker, 1851",-
Probosciger aterrimus macgillivrayi,Southern Palm Cockatoo,-,Endangered,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,67033,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=67033,2026-Aug-28,-,Cacatuidae,Probosciger,aterrimus,-,macgillivrayi,-,"(Mathews, 1912)"
Promethis sterrha,a beetle,-,Critically Endangered,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,92260,-,Animalia,Insecta,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=92260,2026-Aug-28,-,Tenebrionidae,Promethis,sterrha,-,-,"(Olliff, 1889)",-
Prostanthera albohirta,-,-,Critically Endangered,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,82052,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82052,2026-Aug-28,https://id.biodiversity.org.au/name/apni/109174,Lamiaceae,Prostanthera,albohirta,-,-,C.T.White,-
Prostanthera askania,"Tranquillity Mintbush, Tranquility Mintbush",-,Endangered,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64958,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64958,2026-Aug-28,https://id.biodiversity.org.au/name/apni/154799,Lamiaceae,Prostanthera,askania,-,-,B.J.Conn,-
Prostanthera calycina,"West Coast Mintbush, Limestone Mintbush, Red Mintbush",-,Vulnerable,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,9470,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=9470,2026-Aug-28,https://id.biodiversity.org.au/name/apni/109348,Lamiaceae,Prostanthera,calycina,-,-,Benth.,-
Prostanthera cineolifera,-,-,Vulnerable,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11233,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=11233,2026-Aug-28,https://id.biodiversity.org.au/name/apni/109437,Lamiaceae,Prostanthera,cineolifera,-,-,R.Baker  H.G.Smith,-
Prostanthera clotteniana,-,-,Critically Endangered,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,76165,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=76165,2026-Aug-28,https://id.biodiversity.org.au/name/apni/178589,Lamiaceae,Prostanthera,clotteniana,-,-,(F.M.Bailey) A.R.Bean,-
Prostanthera cryptandroides subsp. cryptandroides,Wollemi Mint-bush,-,Vulnerable,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,68496,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=68496,2026-Aug-28,https://id.biodiversity.org.au/name/apni/164620,Lamiaceae,Prostanthera,cryptandroides,subsp.,cryptandroides,Benth.,-
Prostanthera densa,Villous Mintbush,-,Vulnerable,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12233,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=12233,2026-Aug-28,https://id.biodiversity.org.au/name/apni/109667,Lamiaceae,Prostanthera,densa,-,-,A.A.Ham.,-
Prostanthera discolor,-,-,Vulnerable,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17756,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=17756,2026-Aug-28,https://id.biodiversity.org.au/name/apni/109725,Lamiaceae,Prostanthera,discolor,-,-,R.Baker,-
Prostanthera eurybioides,Monarto Mintbush,-,Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,2603,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=2603,2026-Aug-28,https://id.biodiversity.org.au/name/apni/109813,Lamiaceae,Prostanthera,eurybioides,-,-,F.Muell.,-
Prostanthera galbraithiae,Wellington Mintbush,-,Vulnerable,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,64959,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64959,2026-Aug-28,https://id.biodiversity.org.au/name/apni/169794,Lamiaceae,Prostanthera,galbraithiae,-,-,Conn,-
Prostanthera gilesii,-,-,Critically Endangered,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,88743,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=88743,2026-Aug-28,https://id.biodiversity.org.au/name/apni/5152951,Lamiaceae,Prostanthera,gilesii,-,-,Althofer ex B.J.Conn  T.C.Wilson,-
Prostanthera junonis,Somersby Mintbush,-,Endangered,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64960,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64960,2026-Aug-28,https://id.biodiversity.org.au/name/apni/154795,Lamiaceae,Prostanthera,junonis,-,-,B.J.Conn,-
Prostanthera marifolia,Seaforth Mintbush,-,Critically Endangered,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7555,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=7555,2026-Aug-28,https://id.biodiversity.org.au/name/apni/110359,Lamiaceae,Prostanthera,marifolia,-,-,R.Br.,-
Prostanthera nudula,Mount Illbilie Mintbush,-,Vulnerable,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,7091,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=7091,2026-Aug-28,https://id.biodiversity.org.au/name/apni/110576,Lamiaceae,Prostanthera,nudula,-,-,J.M.Black ex E.L.Robertson,-
Prostanthera palustris,Swamp Mint-bush,-,Critically Endangered,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66703,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66703,2026-Aug-28,https://id.biodiversity.org.au/name/apni/154796,Lamiaceae,Prostanthera,palustris,-,-,B.J.Conn,-
Prostanthera schultzii,-,-,Vulnerable,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52651,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=52651,2026-Aug-28,https://id.biodiversity.org.au/name/apni/111141,Lamiaceae,Prostanthera,schultzii,-,-,F.Muell. ex Tate,-
Prostanthera sp. Dunmore (D.M.Gordon 8A),-,-,Vulnerable,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,84115,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=84115,2026-Aug-28,https://id.biodiversity.org.au/name/apni/194515,Lamiaceae,Prostanthera,sp. Dunmore (D.M.Gordon 8A),-,-,Qld Herbarium,-
Prostanthera sp. Rowleys Creek (L.M.Copeland 4288),-,-,Critically Endangered,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,91765,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=91765,2026-Aug-28,https://id.biodiversity.org.au/name/apni/233597,Lamiaceae,Prostanthera,sp. Rowleys Creek (L.M.Copeland 4288),-,-,L.M.Copel.,-
Prostanthera spathulata,-,-,Vulnerable,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,88266,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=88266,2026-Aug-28,https://id.biodiversity.org.au/name/apni/4543997,Lamiaceae,Prostanthera,spathulata,-,-,T.C.Wilson  B.J.Conn,-
Prostanthera staurophylla,a mint-bush,-,Critically Endangered,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20898,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=20898,2026-Aug-28,https://id.biodiversity.org.au/name/apni/111314,Lamiaceae,Prostanthera,staurophylla,-,-,F.Muell.,-
Prostanthera stricta,Mount Vincent Mintbush,-,Vulnerable,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17616,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=17616,2026-Aug-28,https://id.biodiversity.org.au/name/apni/111383,Lamiaceae,Prostanthera,stricta,-,-,R.Baker,-
Prostanthera tallowa,-,-,Endangered,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,91176,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=91176,2026-Aug-28,https://id.biodiversity.org.au/name/apni/240543,Lamiaceae,Prostanthera,tallowa,-,-,B.J.Conn  T.C.Wilson,-
Prototroctes maraena,Australian Grayling,-,Vulnerable,-,Yes,-,-,Yes,Yes,Yes,-,-,-,-,-,Yes,-,-,-,Yes,26179,-,Animalia,Actinopterygii,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=26179,2026-Aug-28,-,Retropinnidae,Prototroctes,maraena,-,-,"Gunther,  1864",-
Psephotus chrysopterygius,"Golden-shouldered Parrot, Alwal, Thaku, Arrmorral, Minpin",Psephotellus chrysopterygius,Endangered,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,720,87733,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=720,2026-Aug-28,-,Psittacidae,Psephotus,chrysopterygius,-,-,"Gould, 1858",-
Psephotus pulcherrimus,Paradise Parrot,Psephotellus pulcherrimus,Extinct,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,723,87734,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=723,2026-Aug-28,-,Psittacidae,Psephotus,pulcherrimus,-,-,"(Gould, 1845)",-
Pseudemoia cryodroma,"Alpine Bog Skink, Alpine Bog-skink",-,Endangered,-,Yes,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,84408,-,Animalia,Reptilia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=84408,2026-Aug-28,-,Scincidae,Pseudemoia,cryodroma,-,-,"Hutchinson  Donnellan, 1992",-
Pseudemoia rawlinsoni,"Glossy Grass Skink, Swampland Cool-skink, Rawlinson's Window-eyed Skink",-,Vulnerable,Yes,Yes,-,-,Yes,Yes,Yes,-,-,-,-,-,-,-,-,-,-,59160,-,Animalia,Reptilia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=59160,2026-Aug-28,-,Scincidae,Pseudemoia,rawlinsoni,-,-,"(Hutchinson and Donnellan,1988)",-
Pseudemydura umbrina,Western Swamp Tortoise,-,Critically Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,1760,-,Animalia,Reptilia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1760,2026-Aug-28,-,Chelidae,Pseudemydura,umbrina,-,-,"Siebenrock,1901",-
Pseudocephalozia paludicola,Alpine Leafy Liverwort,-,Vulnerable,-,-,-,-,-,Yes,Yes,-,-,-,-,-,-,-,-,-,-,66441,-,Plantae,Bryopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66441,2026-Aug-28,https://id.biodiversity.org.au/name/apni/177651,Lepidoziaceae,Pseudocephalozia,paludicola,-,-,R.M.Schuster,-
Pseudocharopa ledgbirdi,Mount Lidgbird Charopid Land Snail,-,Critically Endangered,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,85279,-,Animalia,Gastropoda,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=85279,2026-Aug-28,-,Charopidae,Pseudocharopa,ledgbirdi,-,-,"(Brazier, 1889)",-
Pseudocharopa whiteleggei,Whitelegge's Land Snail,-,Critically Endangered,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,81249,-,Animalia,Gastropoda,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=81249,2026-Aug-28,-,Charopidae,Pseudocharopa,whiteleggei,-,-,"Brazier, 1889",-
Pseudocheirus occidentalis,"Western Ringtail Possum, Ngwayir, Womp, Woder, Ngoor, Ngoolangit",-,Critically Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,25911,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=25911,2026-Aug-28,-,Pseudocheiridae,Pseudocheirus,occidentalis,-,-,"Thomas, 1888",-
Pseudococcus markharveyi,Banksia montana mealybug,-,Critically Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,86868,-,Animalia,Insecta,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=86868,2026-Aug-28,-,Pseudococcidae,Pseudococcus,markharveyi,-,-,"Gullan, 2013",-
Pseudomugil mellis,"Honey Blue Eye, Honey Blue-eye",-,Endangered,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,26180,-,Animalia,Actinopterygii,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=26180,2026-Aug-28,-,Pseudomugilidae,Pseudomugil,mellis,-,-,"Allen  Ivantsoff,  1982",-
Pseudomys auritus,Long-eared Mouse,-,Extinct,-,-,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,85424,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=85424,2026-Aug-28,-,Muridae,Pseudomys,auritus,-,-,"Thomas, 1910",-
Pseudomys australis,"Plains Rat, Palyoora, Plains Mouse",-,Vulnerable,-,Yes,Yes,Yes,Yes,-,-,Yes,-,-,-,-,-,-,-,-,-,108,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=108,2026-Aug-28,-,Muridae,Pseudomys,australis,-,-,"Gray,1832",-
Pseudomys fieldi,"Shark Bay Mouse, Djoongari, Alice Springs Mouse",-,Vulnerable,-,-,Yes,-,Yes,-,-,Yes,-,-,-,-,-,-,-,-,-,113,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=113,2026-Aug-28,-,Muridae,Pseudomys,fieldi,-,-,"(Waite, 1896)",-
Pseudomys fumeus,"Smoky Mouse, Konoom",-,Endangered,Yes,Yes,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,88,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=88,2026-Aug-28,-,Muridae,Pseudomys,fumeus,-,-,"Brazenor,1934",-
Pseudomys glaucus,Blue-grey Mouse,-,Extinct,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,86804,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=86804,2026-Aug-28,-,Muridae,Pseudomys,glaucus,-,-,"Thomas, 1910",-
Pseudomys gouldii,"Gould's Mouse, Koontin",-,Extinct,-,Yes,-,Yes,Yes,-,Yes,Yes,-,-,-,-,-,-,-,-,-,89,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=89,2026-Aug-28,-,Muridae,Pseudomys,gouldii,-,-,"(Waterhouse, 1839)",-
Pseudomys novaehollandiae,"Pookila, New Holland Mouse",-,Vulnerable,Yes,Yes,-,Yes,-,Yes,Yes,-,-,-,-,-,Yes,-,-,-,-,96,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=96,2026-Aug-28,-,Muridae,Pseudomys,novaehollandiae,-,-,"(Waterhouse, 1843)",-
Pseudomys oralis,"Hastings River Mouse, Koontoo",-,Endangered,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,98,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=98,2026-Aug-28,-,Muridae,Pseudomys,oralis,-,-,"Thomas,1921",-
Pseudomys pilligaensis,"Pilliga Mouse, Poolkoo",-,Vulnerable,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,99,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=99,2026-Aug-28,-,Muridae,Pseudomys,pilligaensis,-,-,"Fox and Briscoe,1980",-
Pseudomys shortridgei,"Heath Mouse, Dayang, Heath Rat",-,Endangered,-,-,-,-,Yes,-,Yes,Yes,-,-,-,-,-,-,-,-,-,77,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=77,2026-Aug-28,-,Muridae,Pseudomys,shortridgei,-,-,"(Thomas, 1907)",-
Pseudophryne corroboree,Southern Corroboree Frog,-,Critically Endangered,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1915,-,Animalia,Amphibia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1915,2026-Aug-28,-,Myobatrachidae,Pseudophryne,corroboree,-,-,"Moore,1953",-
Pseudophryne covacevichae,Magnificent Brood Frog,-,Vulnerable,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,64385,-,Animalia,Amphibia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64385,2026-Aug-28,-,Myobatrachidae,Pseudophryne,covacevichae,-,-,"Ingram and Corben, 1994",-
Pseudophryne pengilleyi,Northern Corroboree Frog,-,Critically Endangered,Yes,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66670,-,Animalia,Amphibia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66670,2026-Aug-28,-,Myobatrachidae,Pseudophryne,pengilleyi,-,-,"Wells  Wellington, 1985",-
Psophodes leucogaster leucogaster,Mallee Whipbird,-,Endangered,-,-,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,81025,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=81025,2026-Aug-28,-,Psophodidae,Psophodes,leucogaster,-,leucogaster,"Howe  Ross, 1933",-
Psophodes nigrogularis lashmari,Western Whipbird (Kangaroo Island),Psophodes leucogaster lashmari,Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,67098,81024,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=67098,2026-Aug-28,-,Psophodidae,Psophodes,nigrogularis,-,lashmari,-,"Schodde  Mason, 1991"
Psophodes nigrogularis nigrogularis,Western Heath Whipbird,-,Endangered,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,64449,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64449,2026-Aug-28,-,Psophodidae,Psophodes,nigrogularis,-,nigrogularis,"Gould, 1844",-
Pteris kingiana,King's Brakefern,-,Endangered,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,-,-,-,35183,-,Plantae,Polypodiatae,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=35183,2026-Aug-28,https://id.biodiversity.org.au/name/apni/72816,Pteridaceae,Pteris,kingiana,-,-,Endl.,-
Pteris zahlbruckneriana,Netted Brakefern,-,Endangered,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,-,-,-,65893,-,Plantae,Polypodiatae,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=65893,2026-Aug-28,https://id.biodiversity.org.au/name/apni/72974,Pteridaceae,Pteris,zahlbruckneriana,-,-,Endl.,-
Pterodroma heraldica,Herald Petrel,-,Critically Endangered,-,Yes,-,Yes,-,-,-,-,-,-,-,Yes,-,Yes,-,-,Yes,66973,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66973,2026-Aug-28,-,Procellariidae,Pterodroma,heraldica,-,-,"(Salvin, 1888)",-
Pterodroma leucoptera leucoptera,"Gould's Petrel, Australian Gould's Petrel",-,Endangered,-,Yes,-,Yes,Yes,Yes,Yes,-,-,-,-,Yes,Yes,Yes,-,-,Yes,26033,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=26033,2026-Aug-28,-,Procellariidae,Pterodroma,leucoptera,-,leucoptera,-,"(Gould, 1844)"
Pterodroma mollis,Soft-plumaged Petrel,-,Vulnerable,-,-,-,-,Yes,Yes,Yes,Yes,-,-,-,-,-,-,Yes,-,Yes,1036,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1036,2026-Aug-28,-,Procellariidae,Pterodroma,mollis,-,-,"(Gould,1844)",-
